food_id,id,proxy of edible form,inedible,uncooked,edible,name,note,fooddb note
06038,0507,FALSE,FALSE,FALSE,TRUE,かぶ　根　皮なし　生,,"別名： かぶら、すずな
廃棄部位： 根端、葉柄基部及び皮 
廃棄率： 葉つきの場合 40%
硝酸イオン： 0.1 g"
06039,0508,FALSE,FALSE,FALSE,TRUE,かぶ　根　皮なし　ゆで,,"別名： かぶら、すずな
根端、葉柄基部及び皮を除いたもの
硝酸イオン： 0.1 g"
06040,0509,FALSE,FALSE,FALSE,TRUE,かぶ　漬物　塩漬　葉,,"別名： かぶら、すずな
廃棄部位： 葉柄基部
水洗いし、手搾りしたもの"
06041,0510,FALSE,FALSE,FALSE,TRUE,かぶ　漬物　塩漬　根　皮つき,,"別名： かぶら、すずな
水洗いし、手搾りしたもの"
06042,0511,FALSE,FALSE,FALSE,TRUE,かぶ　漬物　塩漬　根　皮なし,,"別名： かぶら、すずな
水洗いし、手搾りしたもの
硝酸イオン： 0.2 g"
06043,0512,FALSE,FALSE,FALSE,TRUE,かぶ　漬物　ぬかみそ漬　葉,,"別名： かぶら、すずな
廃棄部位： 葉柄基部
水洗いし、手搾りしたもの"
06044,0513,FALSE,FALSE,FALSE,TRUE,かぶ　漬物　ぬかみそ漬　根　皮つき,,"別名： かぶら、すずな
水洗いし、水切りしたもの"
06045,0514,FALSE,FALSE,FALSE,TRUE,かぶ　漬物　ぬかみそ漬　根　皮なし,,"別名： かぶら、すずな
水洗いし、水切りしたもの
硝酸イオン： 0.2 g"
06046,0515,FALSE,TRUE,FALSE,FALSE,（かぼちゃ類）　日本かぼちゃ　果実　生,デンプンが多く、生では消化不良（腹痛）を起こします。また非常に硬いため、煮るなどして火を通してください。※「コリンキー」など一部の生食用改良品種を除く。,"別名： とうなす、ぼうぶら、なんきん
廃棄部位： わた、種子及び両端
硝酸イオン： Tr"
06047,0516,FALSE,FALSE,FALSE,TRUE,（かぼちゃ類）　日本かぼちゃ　果実　ゆで,,"別名： とうなす、ぼうぶら、なんきん
わた､種子及び両端を除いたもの
硝酸イオン： (Tr)
食物繊維：AOAC2011.25法"
06048,0517,FALSE,TRUE,FALSE,FALSE,（かぼちゃ類）　西洋かぼちゃ　果実　生,デンプンが非常に多く、生のままでは人間は消化できません。お腹を壊す（腹痛・下痢）原因になります。 また、日本かぼちゃ以上に実が硬いため、そのまま食べるのは困難です。必ず煮る、焼く、蒸すなどして火を通してください。※「コリンキー」や「鈴かぼちゃ」など、生食用に改良された特殊な品種に限っては生食可能です。,"別名： くりかぼちゃ
廃棄部位： わた、種子及び両端
硝酸イオン： Tr"
06049,0518,FALSE,FALSE,FALSE,TRUE,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,,"別名： くりかぼちゃ
わた、種子及び両端を除いたもの 
硝酸イオン： 0 g"
06332,0519,FALSE,FALSE,FALSE,TRUE,（かぼちゃ類）　西洋かぼちゃ　果実　焼き,,"別名： くりかぼちゃ
わた、種子及び両端を除いたもの
硝酸イオン： 0 g"
06050,0520,FALSE,FALSE,FALSE,FALSE,（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,,"別名： くりかぼちゃ
硝酸イオン： Tr"
06051,0521,FALSE,FALSE,FALSE,FALSE,（かぼちゃ類）　そうめんかぼちゃ　果実　生,,"別名： ぺぽかぼちゃ、きんしうり、そうめんうり、いとかぼちゃ
廃棄部位： わた、種子、皮及び両端
硝酸イオン： 0.1 g"
06052,0522,FALSE,FALSE,FALSE,TRUE,からしな　葉　生,ピリッとした辛味があり、生でサラダやサンドイッチに使えます。,"別名： 葉がらし、菜がらし
株元を除いたもの
硝酸イオン： 0.3 g"
06053,0523,FALSE,FALSE,FALSE,TRUE,からしな　塩漬,,"別名： 葉がらし、菜がらし
株元を除いたもの
水洗いし、手搾りしたもの
硝酸イオン： 0.4 g"
06054,0524,FALSE,FALSE,FALSE,TRUE,カリフラワー　花序　生,生でも食べられます。コリコリとした食感で、海外ではサラダやディップを付けて生食するのが一般的です。,"別名： はなやさい
廃棄部位： 茎葉
硝酸イオン： Tr"
06055,0525,FALSE,FALSE,FALSE,TRUE,カリフラワー　花序　ゆで,,"別名： はなやさい
茎葉を除いたもの
硝酸イオン： (Tr)"
06056,0526,FALSE,TRUE,FALSE,FALSE,かんぴょう　乾,乾燥して硬くなっているため、そのままでは食べられません。水で戻してから煮るのが基本です。,硝酸イオン： 0.5 g
06057,0527,FALSE,FALSE,FALSE,FALSE,かんぴょう　ゆで,,硝酸イオン： 0.1 g
06364,0528,FALSE,FALSE,FALSE,FALSE,かんぴょう　甘煮,,硝酸イオン： 0 g
06058,0529,FALSE,FALSE,FALSE,TRUE,きく　花びら　生,食用菊のことです。刺身のつまとして添えられているものは生食可能です（苦味のあるガクは除く）。,"別名： 食用ぎく、料理ぎく
廃棄部位： 花床
硝酸イオン： Tr"
06059,0530,FALSE,FALSE,FALSE,TRUE,きく　花びら　ゆで,,"別名： 食用ぎく、料理ぎく
花床を除いたもの
ゆでた後水冷し、手搾りしたもの
硝酸イオン： Tr"
06060,0531,FALSE,FALSE,FALSE,FALSE,きく　菊のり,,"別名： 乾燥食用ぎく
硝酸イオン： Tr"
06061,0532,FALSE,FALSE,FALSE,TRUE,（キャベツ類）　キャベツ　結球葉　生,,"別名： かんらん、たまな
廃棄部位： しん
硝酸イオン： 0.1 g
食物繊維：AOAC2011.25法"
06062,0533,FALSE,FALSE,FALSE,TRUE,（キャベツ類）　キャベツ　結球葉　ゆで,,"別名： かんらん、たまな
しんを除いたもの
硝酸イオン： 0.1 g"
06333,0534,FALSE,FALSE,FALSE,TRUE,（キャベツ類）　キャベツ　結球葉　油いため,,"別名： かんらん、たまな
しんを除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0.1 g "
06403,0534-1,FALSE,FALSE,FALSE,TRUE,（キャベツ類）　キャベツ　結球葉　カット　常法洗浄,,"別名： かんらん、たまな
硝酸イオン： Tr
食物繊維：AOAC2011.25法"
06404,0534-2,FALSE,FALSE,FALSE,TRUE,（キャベツ類）　キャベツ　結球葉　カット　次亜塩素酸洗浄,,"別名： かんらん、たまな
硝酸イオン： Tr
食物繊維：AOAC2011.25法"
06063,0535,FALSE,FALSE,FALSE,TRUE,（キャベツ類）　グリーンボール　結球葉　生,葉の巻きがふんわりとして柔らかい品種であり、生食（サラダ）に最適です。,"廃棄部位： しん
硝酸イオン： 0.1 g"
06064,0536,FALSE,FALSE,FALSE,TRUE,（キャベツ類）　レッドキャベツ　結球葉　生,繊維はややしっかりしていますが毒性はなく、サラダやマリネで生食されます。,"別名： 赤キャベツ、紫キャベツ
廃棄部位： しん
硝酸イオン： Tr"
06065,0537,FALSE,FALSE,FALSE,TRUE,きゅうり　果実　生,,"廃棄部位： 両端
硝酸イオン： Tr"
06066,0538,FALSE,FALSE,FALSE,TRUE,きゅうり　漬物　塩漬,,"廃棄部位： 両端
水洗いし、水切りしたもの
硝酸イオン： Tr"
06067,0539,FALSE,FALSE,FALSE,TRUE,きゅうり　漬物　しょうゆ漬,,硝酸イオン： Tr
06068,0540,FALSE,FALSE,FALSE,TRUE,きゅうり　漬物　ぬかみそ漬,,"廃棄部位： 両端
水洗いし、水切りしたもの
硝酸イオン： Tr"
06069,0541,FALSE,FALSE,FALSE,TRUE,きゅうり　漬物　ピクルス　スイート型,,"酢漬けしたもの
硝酸イオン： (Tr)"
06070,0542,FALSE,FALSE,FALSE,TRUE,きゅうり　漬物　ピクルス　サワー型,,"乳酸発酵したもの
硝酸イオン： (Tr)"
06071,0543,FALSE,FALSE,FALSE,TRUE,ぎょうじゃにんにく　葉　生,生でも食べられますが（醤油漬けなど）、刺激が非常に強いため、食べ過ぎると胃粘膜を傷つけたり貧血を起こしたりします。野外で採ったものは、有毒な植物（イヌサフランなど）との誤食リスクや寄生虫のリスクがあるため、加熱が無難です。,"別名： アイヌねぎ、ヒトビロ、やまびる
廃棄部位： 底盤部及び萌芽葉
硝酸イオン： Tr"
06075,0544,FALSE,FALSE,FALSE,TRUE,キンサイ　茎葉　生,セロリの仲間で、生食可能です。香りが強いので薬味やサラダのアクセントになります。,"別名： 中国セロリ、スープセロリ、リーフセロリ
廃棄部位： 株元
硝酸イオン： 0.3 g"
06076,0545,FALSE,FALSE,FALSE,TRUE,キンサイ　茎葉　ゆで,,"別名： 中国セロリ、スープセロリ、リーフセロリ
株元を除いたもの
硝酸イオン： 0.4 g"
06077,0546,FALSE,FALSE,FALSE,TRUE,クレソン　茎葉　生,スーパーで売られている栽培品は生食（サラダ）でOKですが、野外の川辺などで自生しているものは、肝蛭（かんてつ）などの寄生虫が付着しているリスクが高いため、必ず加熱してください。,"別名： オランダがらし、オランダみずがらし
廃棄部位： 株元
硝酸イオン： 0.1 g"
06078,0547,FALSE,TRUE,TRUE,FALSE,くわい　塊茎　生,非常にアクが強く、苦味やえぐみがあり、生で食べると消化器系に負担をかけます。必ず皮をむいて水にさらし、煮物や素揚げなどで火を通してください。,廃棄部位： 皮及び芽
06079,0548,FALSE,FALSE,FALSE,TRUE,くわい　塊茎　ゆで,火は通っていますが、独特の苦味があるため、通常は煮含めて味を付けます。,皮及び芽を除いたもの
06080,0549,FALSE,FALSE,FALSE,TRUE,ケール　葉　生,生食可能です。サラダやスムージーによく使われます。,"別名： 葉キャベツ、はごろもかんらん
廃棄部位： 葉柄基部
硝酸イオン： 0.2 g"
06081,0550,FALSE,FALSE,FALSE,TRUE,コールラビ　球茎　生,皮を厚くむけば、中の白い部分は生食可能です。カブやブロッコリーの芯のような味で、サラダに向きます。,"別名： 球茎かんらん、かぶかんらん
廃棄部位： 根元及び葉柄基部
硝酸イオン： 0.1 g"
06082,0551,FALSE,FALSE,FALSE,TRUE,コールラビ　球茎　ゆで,,"別名： 球茎かんらん、かぶかんらん
根元及び葉柄基部を除いたもの
硝酸イオン： 0.1 g"
06083,0552,FALSE,FALSE,TRUE,TRUE,こごみ　若芽　生,アクが少ない山菜として知られますが、微量の毒性や寄生虫のリスクを避けるため、サッと茹でるのが基本です。生食は推奨されません。,"別名： くさそてつ、こごめ
硝酸イオン： Tr"
06084,0553,FALSE,TRUE,FALSE,FALSE,（ごぼう類）　ごぼう　根　生,繊維が非常に硬く、アク（えぐみ）も強いため、生では食べられません。,"廃棄部位： 皮、葉柄基部及び先端
硝酸イオン： 0.1 g"
06085,0554,FALSE,FALSE,FALSE,TRUE,（ごぼう類）　ごぼう　根　ゆで,,"皮、葉柄基部及び先端を除いたもの
硝酸イオン： 0.1 g"
06405,0554-1,FALSE,TRUE,FALSE,FALSE,（ごぼう類）　堀川ごぼう　根　生,京野菜の高級品種ですが、普通のごぼうと同様に繊維が硬く、アク（えぐみ）が強いため、生食には適しません。 中心の空洞に肉などを詰めたり、煮込み料理（いもぼう等）にして、柔らかく加熱して食べるのが基本です。,"廃棄部位： 葉，葉柄基部，ひげ根(細い根)
硝酸イオン： 0.4g
食物繊維：AOAC2011.25法"
06086,0555,FALSE,FALSE,FALSE,TRUE,こまつな　葉　生,生食可能です。最近はアクが少ない品種が多いため、スムージーやサラダに使えます（シュウ酸はほうれん草より少ないですが、食べ過ぎには注意）。,"廃棄部位： 株元
硝酸イオン： 0.5 g"
06087,0556,FALSE,FALSE,FALSE,TRUE,こまつな　葉　ゆで,,"廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.3 g"
06385,0557,FALSE,FALSE,FALSE,TRUE,コリアンダー　葉　生,,"別名： 香菜（シャンツァイ）、パクチー
廃棄部位： 根、食物繊維：AOAC2011.25法
硝酸イオン：0.3ｇ"
06088,0558,FALSE,FALSE,FALSE,TRUE,ザーサイ　漬物,,"別名： ダイシンサイ
硝酸イオン： 0.2 g"
06089,0559,FALSE,FALSE,FALSE,TRUE,さんとうさい　葉　生,白菜の仲間で葉が柔らかく、クセがないためサラダや浅漬けで生食可能です。,"別名： さんとうな、べが菜
廃棄部位： 根及び株元
硝酸イオン： 0.3 g"
06090,0560,FALSE,FALSE,FALSE,TRUE,さんとうさい　葉　ゆで,,"別名： さんとうな、べが菜
根を除いたもの
ゆでた後水冷し、手搾りしたもの
廃棄部位： 株元
硝酸イオン： 0.2 g"
06091,0561,FALSE,FALSE,FALSE,TRUE,さんとうさい　塩漬,,"別名： さんとうな
廃棄部位： 株元
水洗いし、手搾りしたもの
硝酸イオン： 0.3 g"
06092,0562,FALSE,TRUE,FALSE,FALSE,しかくまめ　若ざや　生,インゲンなどと同様、生のままでは青臭く、消化不良の原因になる成分が含まれる可能性があります。サッと茹でるか、天ぷらなどで加熱して食べてください。,"廃棄部位： さやの両端
硝酸イオン： 0.1 g"
06093,0563,FALSE,FALSE,TRUE,TRUE,（ししとう類）　ししとう　果実　生,毒はありませんので生でかじっても問題ありませんが、青臭さが強く、皮も口に残るため、通常は焼くか揚げるかします。,"別名： ししとうがらし
廃棄部位： へた
硝酸イオン：0g "
06094,0564,FALSE,FALSE,FALSE,TRUE,（ししとう類）　ししとう　果実　油いため,,"別名： ししとうがらし
へたを除いたもの
植物油（調合油）
硝酸イオン： 0 g"
06406,0564-1,FALSE,FALSE,FALSE,TRUE,（ししとう類）　万願寺とうがらし　果実　生,辛味がなく肉厚で柔らかいため、ピーマンと同様にサラダなどで生食可能です。,"廃棄部位： へた
硝酸イオン： 0g
食物繊維：AOAC2011.25法"
06095,0565,FALSE,FALSE,FALSE,TRUE,しそ　葉　生,殺菌作用があり、刺身のツマや薬味として生で安全に食べられます。,"別名 ： 大葉
試料： 青じそ
廃棄率： 小枝つきの場合40 %
硝酸イオン： 0.1 g"
06096,0566,FALSE,FALSE,FALSE,TRUE,しそ　実　生,「穂じそ」として刺身に添えられるもので、箸でしごいて生で食べることができます。,"試料： 青じそ
廃棄率： 穂じその場合 35 %
硝酸イオン： Tr"
06097,0567,FALSE,TRUE,FALSE,FALSE,じゅうろくささげ　若ざや　生,インゲンの仲間です。生の豆類にはレクチンなどの有害成分が含まれており、消化不良を起こします。必ず加熱してください。,"別名： 長ささげ、三尺ささげ
廃棄部位： へた　
硝酸イオン： Tr"
06098,0568,FALSE,FALSE,FALSE,TRUE,じゅうろくささげ　若ざや　ゆで,,"別名： 長ささげ、三尺ささげ
へたを除いたもの
硝酸イオン： Tr"
06099,0569,FALSE,FALSE,FALSE,TRUE,しゅんぎく　葉　生,葉が柔らかいものは、サラダで生食できます。加熱するより香りがマイルドに感じられます。,"別名： きくな
廃棄部位： 基部 
廃棄率： 根つきの場合 15 %
硝酸イオン： 0.3 g"
06100,0570,FALSE,FALSE,FALSE,TRUE,しゅんぎく　葉　ゆで,,"別名： きくな
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.2 g"
06101,0571,FALSE,FALSE,FALSE,TRUE,じゅんさい　若葉　水煮びん詰,,液汁を除いたもの
06102,0572,FALSE,FALSE,FALSE,TRUE,（しょうが類）　葉しょうが　根茎　生,「谷中ショウガ」などが有名です。味噌をつけて生でかじったり、甘酢漬けにして食べられます。,"別名： 盆しょうが、はじかみ
廃棄部位： 葉及び茎
硝酸イオン： 0.2 g"
06103,0573,FALSE,FALSE,FALSE,TRUE,（しょうが類）　しょうが　根茎　皮なし　生,,"別名：ひねしょうが
廃棄部位： 皮
硝酸イオン： 0.1 g"
06365,0574,FALSE,FALSE,FALSE,TRUE,（しょうが類）　しょうが　根茎　皮なし　生　おろし,,"別名：ひねしょうが
全体に対する割合24 %
硝酸イオン： Tr"
06366,0575,FALSE,FALSE,FALSE,TRUE,（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,,"別名：ひねしょうが
全体に対する割合76 %
硝酸イオン： Tr"
06104,0576,FALSE,FALSE,FALSE,TRUE,（しょうが類）　しょうが　漬物　酢漬,,"別名： 紅しょうが
原材料：ひねしょうが
液汁を除いたもの
硝酸イオン： 0g"
06105,0577,FALSE,FALSE,FALSE,TRUE,（しょうが類）　しょうが　漬物　甘酢漬,,"別名： ガリ
原材料：新しょうが
液汁を除いたもの
硝酸イオン： 0g"
06386,0578,FALSE,FALSE,FALSE,FALSE,（しょうが類）　新しょうが　根茎　生,,"廃棄部位： 皮及び茎
食物繊維：AOAC2011.25法
硝酸イオン：0.1ｇ"
06106,0579,FALSE,FALSE,TRUE,TRUE,しろうり　果実　生,毒はありません。ただし水分が多く味が薄いため、生のままスライスして食べるよりは、塩揉みや浅漬けにするのが一般的です。,"別名： あさうり、つけうり
廃棄部位： わた及び両端"
06107,0580,FALSE,FALSE,FALSE,TRUE,しろうり　漬物　塩漬,,"別名： あさうり、つけうり
廃棄部位： 両端
水洗いし、手搾りしたもの"
06108,0581,FALSE,FALSE,FALSE,TRUE,しろうり　漬物　奈良漬,,"別名： あさうり、つけうり
硝酸イオン： Tr"
06109,0582,FALSE,TRUE,TRUE,FALSE,ずいき　生ずいき　生,サトイモの茎です。生のまま食べると、シュウ酸カルシウム（針状の結晶）により口や喉が激しくイガイガしたり、痛みを感じたりします。必ず茹でてアク抜きをしてください。,"廃棄部位： 株元及び表皮
硝酸イオン： Tr"
06110,0583,FALSE,FALSE,FALSE,TRUE,ずいき　生ずいき　ゆで,,"株元及び表皮を除いたもの
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0 g"
06111,0584,FALSE,TRUE,TRUE,FALSE,ずいき　干しずいき　乾,乾燥して硬いため、そのままでは食べられません。 また、水で戻しただけでも、**強いアク（シュウ酸カルシウム）が残っています。加熱せずに食べると、口の中や喉に激しい痛み（イガイガ）**を感じたり、腫れたりする恐れがあります。 必ず水やぬるま湯で戻し、茹でてアク抜きをしてから、煮物などで食べてください。,"別名： いもがら
硝酸イオン： 1.4 g"
06112,0585,FALSE,FALSE,FALSE,TRUE,ずいき　干しずいき　ゆで,,"別名： いもがら
ゆでた後水冷し、手搾りしたもの
硝酸イオン： Tr"
06387,0586,FALSE,FALSE,FALSE,TRUE,すいぜんじな　葉　生,葉の部分は生でサラダにして食べられます（茹でるとぬめりが出ます）。,"別名： 金時草、式部草
廃棄部位： 葉柄基部　
食物繊維：AOAC2011.25法
硝酸イオン：0.3ｇ"
06113,0587,FALSE,FALSE,TRUE,TRUE,すぐきな　葉　生,カブの一種なので生でも毒はありません。ただし、肉質が硬く酸味があるため、基本的には「すぐき漬け（漬物）」として食べるのが一般的です。,"別名： かもな
廃棄部位： 葉柄基部
硝酸イオン： 0.2 g"
06114,0588,FALSE,FALSE,TRUE,TRUE,すぐきな　根　生,カブの一種なので生でも毒はありません。ただし、肉質が硬く酸味があるため、基本的には「すぐき漬け（漬物）」として食べるのが一般的です。,"別名： かもな
廃棄部位： 根端及び葉柄基部
硝酸イオン： 0.2 g"
06115,0589,FALSE,FALSE,FALSE,TRUE,すぐきな　すぐき漬,,水洗いし、手搾りしたもの
06116,0590,FALSE,FALSE,FALSE,TRUE,ズッキーニ　果実　生,生でも食べられます。薄くスライスしてサラダやカルパッチョにします。,"別名： つるなしかぼちゃ
廃棄部位： 両端
硝酸イオン： 0.1 g"
06117,0591,FALSE,FALSE,FALSE,TRUE,せり　茎葉　生,スーパーの栽培品：生でサラダとして食べられます。野外の自生品：水辺の植物には肝蛭（かんてつ）などの寄生虫が付着しているリスクが高いため、必ず加熱してください。,"別名： かわな
廃棄部位： 根及び株元
硝酸イオン： 0 g"
06118,0592,FALSE,FALSE,FALSE,TRUE,せり　茎葉　ゆで,,"別名： かわな
根を除いたもの
廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0 g"
06119,0593,FALSE,FALSE,FALSE,TRUE,セロリ　葉柄　生,生食可能,"別名： セロリー、セルリー、オランダみつば
廃棄部位： 株元、葉身及び表皮
硝酸イオン： 0.2 g"
06120,0594,FALSE,TRUE,TRUE,FALSE,ぜんまい　生ぜんまい　若芽　生,発がん性物質（プタキロサイド）やビタミンB1を破壊する酵素が含まれています。必ず重曹などでアク抜きをしてから加熱調理してください。干したものも戻してから煮る必要があります。,"廃棄部位： 株元及び裸葉
硝酸イオン： 0 g"
06121,0595,FALSE,FALSE,FALSE,TRUE,ぜんまい　生ぜんまい　若芽　ゆで,,"株元及び裸葉を除いたもの
ゆでた後水冷し、水切りしたもの
硝酸イオン： 0 g"
06122,0596,FALSE,TRUE,TRUE,FALSE,ぜんまい　干しぜんまい　干し若芽　乾,発がん性物質（プタキロサイド）やビタミンB1を破壊する酵素が含まれています。必ず重曹などでアク抜きをしてから加熱調理してください。干したものも戻してから煮る必要があります。,硝酸イオン： 0 g
06123,0597,FALSE,FALSE,FALSE,TRUE,ぜんまい　干しぜんまい　干し若芽　ゆで,,硝酸イオン： 0 g
06124,0598,FALSE,TRUE,TRUE,FALSE,そらまめ　未熟豆　生,生の豆には毒性成分（レクチンなど）や、血液の病気（溶血性貧血）の引き金になる成分が含まれています。必ず茹でるか焼いてください。,"廃棄部位： 種皮
廃棄率： さや入りの場合 80 %
硝酸イオン： 0 g"
06125,0599,FALSE,FALSE,FALSE,TRUE,そらまめ　未熟豆　ゆで,,"廃棄部位： 種皮
廃棄率： さや入りの場合 80 %
硝酸イオン： (0) g"
06126,0600,FALSE,FALSE,FALSE,TRUE,タアサイ　葉　生,中国野菜ですが、クセがなく葉も柔らかいのでサラダで生食できます（一般的には炒め物が多いですが）。,"別名： ひさごな、ゆきな、タァサイ、ターサイ、ターツァイ、きさらぎな
廃棄部位： 株元
硝酸イオン： 0.7 g"
06127,0601,FALSE,FALSE,FALSE,TRUE,タアサイ　葉　ゆで,,"別名： ひさごな、ゆきな、タァサイ、ターサイ、ターツァイ、きさらぎな
廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.5 g"
06128,0602,FALSE,FALSE,FALSE,TRUE,（だいこん類）　かいわれだいこん　芽ばえ　生,生食専用,"別名： かいわれ
茎基部約1 cmを除去したもの
硝酸イオン： 0.1 g"
06129,0603,FALSE,FALSE,FALSE,TRUE,（だいこん類）　葉だいこん　葉　生,生で食べられます。浅漬けやサラダに向きます。,"試料： 水耕栽培品
廃棄部位： 株元及び根
硝酸イオン： 0.4 g"
06130,0604,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　葉　生,,"廃棄部位： 葉柄基部
硝酸イオン： 0.2 g"
06131,0605,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　葉　ゆで,,"葉柄基部を除いたもの
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.1 g"
06132,0606,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　根　皮つき　生,,"廃棄部位： 根端及び葉柄基部
硝酸イオン： 0.1 g"
06133,0607,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　根　皮つき　ゆで,,"根端及び葉柄基部を除いたもの
硝酸イオン： 0.2 g"
06134,0608,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　根　皮なし　生,,"廃棄部位： 根端、葉柄基部及び皮
硝酸イオン： 0.2 g"
06367,0609,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　根　皮なし　生　おろし,,"全体に対する割合18 %
硝酸イオン： 0.2 g"
06368,0610,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　根　皮なし　生　おろし汁,,"全体に対する割合82 %
硝酸イオン： 0.2 g"
06369,0611,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　根　皮なし　生　おろし水洗い,,"全体に対する割合20 %
硝酸イオン： 0.2 g"
06135,0612,FALSE,FALSE,FALSE,TRUE,（だいこん類）　だいこん　根　皮なし　ゆで,,"根端、葉柄基部及び皮を除いたもの
硝酸イオン： 0.1 g"
06136,0613,FALSE,FALSE,TRUE,TRUE,（だいこん類）　切干しだいこん　乾,生の大根を干しただけなので毒はありませんが、硬いです。水で戻して、そのまま「はりはり漬け」やサラダとして加熱せずに食べることは可能です。,硝酸イオン： 2.9 g
06334,0614,FALSE,FALSE,FALSE,TRUE,（だいこん類）　切干しだいこん　ゆで,,"水もどし後、ゆでた後湯切りしたもの
硝酸イオン： Tr"
06335,0615,FALSE,FALSE,FALSE,TRUE,（だいこん類）　切干しだいこん　油いため,,"水もどし後、油いため
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： Tr"
06388,0616,FALSE,FALSE,FALSE,TRUE,（だいこん類）　漬物　いぶりがっこ,,"硝酸イオン：0.2ｇ
食物繊維：AOAC2011.25法"
06137,0617,FALSE,FALSE,FALSE,TRUE,（だいこん類）　漬物　ぬかみそ漬,,"根、皮つき
水洗いし、水切りしたもの"
06138,0618,FALSE,FALSE,FALSE,TRUE,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬,,"別名： 新漬たくあん、早漬たくあん
ビタミンC： 酸化防止用として添加
硝酸イオン： Tr"
06139,0619,FALSE,FALSE,FALSE,TRUE,（だいこん類）　漬物　たくあん漬　干しだいこん漬,,"別名： 本たくあん
硝酸イオン： Tr"
06140,0620,FALSE,FALSE,FALSE,TRUE,（だいこん類）　漬物　守口漬,,
06141,0621,FALSE,FALSE,FALSE,TRUE,（だいこん類）　漬物　べったら漬,,"ビタミンC： 酸化防止用として添加
硝酸イオン：0.1 g"
06142,0622,FALSE,FALSE,FALSE,TRUE,（だいこん類）　漬物　みそ漬,,硝酸イオン：Tr
06143,0623,FALSE,FALSE,FALSE,TRUE,（だいこん類）　漬物　福神漬,,"原材料： だいこん、なす、なたまめ、れんこん、しょうが等
市販品の調味液を除去したもの"
06144,0624,FALSE,FALSE,FALSE,TRUE,（たいさい類）　つまみな　葉　生,クセがない青菜なので、若くて柔らかいものはサラダやお浸し（浅漬け）で生食可能です。,"試料： 若採りせっぱくたいさい（雪白体菜）
硝酸イオン： 0.3 g"
06145,0625,FALSE,FALSE,FALSE,TRUE,（たいさい類）　たいさい　葉　生,クセがない青菜なので、若くて柔らかいものはサラダやお浸し（浅漬け）で生食可能です。,"別名： しゃくしな
硝酸イオン： 0.6 g"
06146,0626,FALSE,FALSE,FALSE,TRUE,（たいさい類）　たいさい　塩漬,,"別名： しゃくしな
水洗いし、手搾りしたもの"
06147,0627,FALSE,FALSE,TRUE,TRUE,たかな　葉　生,生で食べると辛味が強く、葉も硬めです。塩漬け（漬物）や炒め煮にするのが一般的です。サラダ用として改良された品種なら生食向きです。,"廃棄部位： 株元
硝酸イオン： 0.2 g"
06148,0628,FALSE,FALSE,FALSE,TRUE,たかな　たかな漬,,硝酸イオン：Tr
06149,0629,FALSE,TRUE,FALSE,FALSE,たけのこ　若茎　生,掘りたてのごく一部を除き、時間が経つとえぐみ（シュウ酸やホモゲンチジン酸）が強くなり、生で食べると口の中がイガイガしたり、肌荒れやアレルギー症状が出ることがあります。基本的に茹でてアク抜きが必要です。,"廃棄部位： 竹皮及び基部
廃棄率： はちく、まだけ等の小型の場合 60 %
硝酸イオン： Tr"
06150,0630,FALSE,FALSE,FALSE,TRUE,たけのこ　若茎　ゆで,,"竹皮及び基部を除いたもの
硝酸イオン： (Tr)"
06151,0631,FALSE,FALSE,FALSE,TRUE,たけのこ　水煮缶詰,,"液汁を除いたもの
硝酸イオン： 0 g"
06152,0632,FALSE,FALSE,FALSE,TRUE,たけのこ　めんま　塩蔵　塩抜き,,"別名： しなちく
硝酸イオン： (Tr)"
06153,0633,FALSE,FALSE,FALSE,FALSE,（たまねぎ類）　たまねぎ　りん茎　生,,"廃棄部位： 皮（保護葉）、底盤部及び頭部
硝酸イオン：0ｇ"
06154,0634,FALSE,FALSE,FALSE,FALSE,（たまねぎ類）　たまねぎ　りん茎　水さらし,,"皮（保護葉）、底盤部及び頭部を除いたもの
硝酸イオン： Tr"
06155,0635,FALSE,FALSE,FALSE,FALSE,（たまねぎ類）　たまねぎ　りん茎　ゆで,,"皮（保護葉）、底盤部及び頭部を除いたもの
硝酸イオン： Tr"
